Time,Queue Length,Mean Response Time,Mean Waiting Time,Utilization,Reliability
52,1,2.326322,0.276794,0.409040,1.000000
53,1,2.326322,0.276794,0.420190,1.000000
54,1,2.326322,0.276794,0.430928,1.000000
55,1,2.326322,0.276794,0.441274,1.000000
56,1,2.959191,0.893070,0.451252,1.000000
57,1,2.959191,0.893070,0.460879,1.000000
58,1,2.959191,0.893070,0.470174,1.000000
59,1,2.959191,0.893070,0.479154,1.000000
60,1,2.959191,0.893070,0.487835,1.000000
61,1,2.959191,0.893070,0.496231,1.000000
62,2,2.663272,0.803763,0.504356,1.000000
63,2,2.663272,0.803763,0.512224,1.000000
64,2,2.663272,0.803763,0.519845,1.000000
65,4,2.219394,0.669802,0.527232,1.000000
66,4,2.219394,0.669802,0.534395,1.000000
67,3,3.614431,1.590917,0.541345,1.000000
68,2,4.642993,2.101856,0.548089,1.000000
69,1,5.217756,2.443810,0.554639,1.000000
70,1,5.217756,2.443810,0.561001,1.000000
71,2,4.816390,2.255824,0.567184,1.000000
72,2,4.816390,2.255824,0.573196,1.000000
73,2,5.202237,2.563527,0.579042,1.000000
74,2,5.202237,2.563527,0.584731,1.000000
75,2,5.202237,2.563527,0.590268,1.000000
76,2,5.202237,2.563527,0.595659,1.000000
77,2,5.202237,2.563527,0.600910,1.000000
78,2,5.202237,2.563527,0.606027,1.000000
79,2,5.202237,2.563527,0.611014,1.000000
80,1,5.785114,3.033459,0.615876,1.000000
81,1,5.785114,3.033459,0.620618,1.000000
82,1,5.785114,3.033459,0.625245,1.000000
83,2,5.423545,2.843868,0.629760,1.000000
84,2,5.423545,2.843868,0.634168,1.000000
85,2,5.423545,2.843868,0.638472,1.000000
86,2,5.423545,2.843868,0.642675,1.000000
87,2,5.423545,2.843868,0.646783,1.000000
88,2,5.423545,2.843868,0.650796,1.000000
89,2,5.423545,2.843868,0.654720,1.000000
90,2,5.423545,2.843868,0.658557,1.000000
91,2,5.423545,2.843868,0.662309,1.000000
92,2,5.423545,2.843868,0.665979,1.000000
93,3,5.104513,2.676582,0.669571,1.000000
94,3,5.104513,2.676582,0.673086,1.000000
95,3,5.104513,2.676582,0.676527,1.000000
96,4,4.820929,2.527883,0.679897,1.000000
97,4,4.820929,2.527883,0.683197,1.000000
98,4,4.820929,2.527883,0.686429,1.000000
99,4,4.820929,2.527883,0.689597,1.000000
100,4,4.820929,2.527883,0.692701,1.000000
101,4,4.820929,2.527883,0.695743,1.000000
102,3,6.448357,4.155122,0.698726,1.000000
103,3,6.448357,4.155122,0.701651,1.000000
104,3,6.448357,4.155122,0.704520,1.000000
105,2,8.250521,5.373118,0.707334,1.000000
106,2,8.250521,5.373118,0.710095,1.000000
107,2,8.250521,5.373118,0.712805,1.000000
108,2,8.250521,5.373118,0.715464,1.000000
109,2,8.250521,5.373118,0.718074,1.000000
110,2,8.250521,5.373118,0.720637,1.000000
111,2,8.250521,5.373118,0.723154,1.000000
112,2,8.250521,5.373118,0.725626,1.000000
113,2,8.250521,5.373118,0.728054,1.000000
114,3,7.816283,5.090322,0.730439,1.000000
115,2,9.504501,6.256309,0.732783,1.000000
116,3,9.029276,5.943493,0.735087,1.000000
117,3,9.029276,5.943493,0.737351,1.000000
118,3,9.029276,5.943493,0.739577,1.000000
119,3,9.029276,5.943493,0.741765,1.000000
120,5,8.208432,5.403176,0.743917,1.000000
121,7,7.524396,4.952911,0.746034,1.000000
122,7,7.524396,4.952911,0.748115,1.000000
123,8,7.223420,4.754795,0.750163,1.000000
124,8,7.223420,4.754795,0.752178,1.000000
125,8,7.223420,4.754795,0.754161,1.000000
126,8,7.223420,4.754795,0.756112,1.000000
127,8,7.223420,4.754795,0.758032,1.000000
128,8,7.223420,4.754795,0.759923,1.000000
129,8,7.223420,4.754795,0.761784,1.000000
130,8,7.223420,4.754795,0.763616,1.000000
131,7,8.761628,6.151737,0.765420,1.000000
132,8,8.424642,5.915132,0.767198,1.000000
133,8,8.424642,5.915132,0.768948,1.000000
134,8,8.424642,5.915132,0.770672,1.000000
135,7,9.925056,6.747255,0.772371,1.000000
136,7,9.925056,6.747255,0.774045,1.000000
137,7,9.925056,6.747255,0.775694,1.000000
138,7,10.462011,7.326321,0.777319,1.000000
139,6,11.330564,8.049066,0.778921,1.000000
140,7,10.925901,7.761599,0.780501,1.000000
141,7,10.925901,7.761599,0.782057,1.000000
142,7,10.925901,7.761599,0.783592,1.000000
143,7,10.925901,7.761599,0.785105,1.000000
144,7,10.925901,7.761599,0.786598,1.000000
145,7,10.925901,7.761599,0.788070,1.000000
146,7,10.925901,7.761599,0.789521,1.000000
147,7,10.925901,7.761599,0.790953,1.000000
148,7,10.925901,7.761599,0.792365,1.000000
149,7,10.925901,7.761599,0.793759,1.000000
150,8,10.549146,7.493958,0.795134,1.000000
151,7,11.640705,8.564073,0.796491,1.000000
152,7,11.640705,8.564073,0.797830,1.000000
153,7,11.640705,8.564073,0.799151,1.000000
154,8,11.252682,8.278604,0.800455,1.000000
155,8,11.993338,9.105621,0.801742,1.000000
156,9,11.618546,8.821071,0.803013,1.000000
157,9,12.361378,9.642017,0.804268,1.000000
158,9,12.361378,9.642017,0.805507,1.000000
159,9,12.361378,9.642017,0.806730,1.000000
160,9,12.361378,9.642017,0.807938,1.000000
161,9,12.361378,9.642017,0.809131,1.000000
162,9,12.361378,9.642017,0.810309,1.000000
163,10,11.997808,9.358428,0.811473,1.000000
164,10,11.997808,9.358428,0.812622,1.000000
165,9,13.302828,10.606972,0.813758,1.000000
166,10,12.922748,10.303915,0.814880,1.000000
167,10,12.922748,10.303915,0.815989,1.000000
168,11,12.563782,10.017695,0.817084,1.000000
169,11,12.563782,10.017695,0.818166,1.000000
170,11,12.563782,10.017695,0.819236,1.000000
171,12,12.224221,9.746947,0.820293,1.000000
172,13,11.902531,9.490448,0.821338,1.000000
173,13,11.902531,9.490448,0.822370,1.000000
174,11,14.332859,11.530355,0.823391,1.000000
175,11,14.332859,11.530355,0.824400,1.000000
176,10,15.341873,12.466700,0.825398,1.000000
177,10,15.341873,12.466700,0.826385,1.000000
178,10,15.913791,12.871016,0.827360,1.000000
179,10,15.913791,12.871016,0.828324,1.000000
180,10,15.913791,12.871016,0.829278,1.000000
181,10,15.913791,12.871016,0.830221,1.000000
182,10,15.913791,12.871016,0.831154,1.000000
183,11,15.515946,12.549241,0.832077,1.000000
184,13,14.777091,11.951658,0.832990,1.000000
185,12,15.604580,12.673433,0.833892,1.000000
186,12,15.604580,12.673433,0.834785,1.000000
187,12,15.604580,12.673433,0.835669,1.000000
188,13,15.241683,12.378702,0.836543,1.000000
189,11,16.837648,13.933469,0.837408,1.000000
190,13,16.089308,13.314204,0.838264,1.000000
191,14,15.739541,13.024765,0.839110,1.000000
192,14,15.739541,13.024765,0.839948,1.000000
193,14,15.739541,13.024765,0.840778,1.000000
194,13,16.573613,13.838993,0.841598,1.000000
195,14,16.220983,13.544546,0.842411,1.000000
196,13,17.053031,14.239769,0.843215,1.000000
197,13,17.053031,14.239769,0.844011,1.000000
198,13,17.053031,14.239769,0.844798,1.000000
199,13,17.053031,14.239769,0.845578,1.000000
200,13,17.053031,14.239769,0.846350,1.000000
201,13,17.053031,14.239769,0.847115,1.000000
202,13,17.053031,14.239769,0.847872,1.000000
203,11,18.659158,15.739830,0.848621,1.000000
204,12,18.270425,15.411916,0.849363,1.000000
205,12,18.270425,15.411916,0.850098,1.000000
206,12,18.270425,15.411916,0.850826,1.000000
207,13,17.897559,15.097388,0.851546,1.000000
208,13,17.897559,15.097388,0.852260,1.000000
209,13,17.897559,15.097388,0.852967,1.000000
210,12,18.740357,15.893120,0.853667,1.000000
211,12,18.740357,15.893120,0.854361,1.000000
212,13,18.365550,15.575258,0.855048,1.000000
213,13,18.365550,15.575258,0.855728,1.000000
214,13,18.365550,15.575258,0.856402,1.000000
215,14,18.005441,15.269861,0.857070,1.000000
216,13,18.896537,16.126670,0.857732,1.000000
217,12,19.777671,16.904397,0.858387,1.000000
218,12,19.777671,16.904397,0.859037,1.000000
219,11,20.579686,17.602907,0.859681,1.000000
220,11,20.579686,17.602907,0.860319,1.000000
221,11,20.579686,17.602907,0.860951,1.000000
222,12,20.183923,17.264390,0.861577,1.000000
223,11,20.957612,18.020337,0.862198,1.000000
224,10,21.725711,18.782482,0.862813,1.000000
225,11,21.315792,18.428096,0.863423,1.000000
226,11,21.315792,18.428096,0.864027,1.000000
227,12,20.921055,18.086835,0.864626,1.000000
228,11,21.730787,18.831620,0.865220,1.000000
229,11,21.730787,18.831620,0.865808,1.000000
230,11,21.730787,18.831620,0.866392,1.000000
231,12,21.335682,18.489227,0.866970,1.000000
232,12,21.335682,18.489227,0.867543,1.000000
233,12,21.335682,18.489227,0.868112,1.000000
234,12,21.335682,18.489227,0.868676,1.000000
235,13,20.954687,18.159062,0.869234,1.000000
236,13,20.954687,18.159062,0.869788,1.000000
237,13,20.954687,18.159062,0.870338,1.000000
238,13,20.954687,18.159062,0.870883,1.000000
239,13,20.954687,18.159062,0.871423,1.000000
240,13,20.954687,18.159062,0.871959,1.000000
241,13,20.954687,18.159062,0.872490,1.000000
242,13,20.954687,18.159062,0.873017,1.000000
243,13,20.954687,18.159062,0.873539,1.000000
244,14,20.587061,17.840482,0.874058,1.000000
245,14,20.587061,17.840482,0.874572,1.000000
246,13,21.614952,18.833446,0.875082,1.000000
247,13,21.614952,18.833446,0.875587,1.000000
248,13,21.614952,18.833446,0.876089,1.000000
249,13,21.614952,18.833446,0.876587,1.000000
250,12,22.677821,19.889049,0.877080,1.000000
251,12,22.677821,19.889049,0.877570,1.000000
252,12,23.352464,20.602159,0.878056,1.000000
253,12,23.352464,20.602159,0.878538,1.000000
254,12,23.352464,20.602159,0.879016,1.000000
255,13,22.956660,20.252970,0.879491,1.000000
256,13,22.956660,20.252970,0.879961,1.000000
257,13,22.956660,20.252970,0.880428,1.000000
258,13,22.956660,20.252970,0.880892,1.000000
259,13,22.956660,20.252970,0.881352,1.000000
260,13,22.956660,20.252970,0.881808,1.000000
261,13,22.956660,20.252970,0.882261,1.000000
262,13,22.956660,20.252970,0.882710,1.000000
263,13,22.956660,20.252970,0.883156,1.000000
264,13,22.956660,20.252970,0.883599,1.000000
265,13,22.956660,20.252970,0.884038,1.000000
266,12,24.240488,21.466947,0.884474,1.000000
267,13,23.836480,21.109164,0.884907,1.000000
268,13,23.836480,21.109164,0.885336,1.000000
269,13,23.836480,21.109164,0.885762,1.000000
270,14,23.445718,20.763112,0.886186,1.000000
271,14,23.445718,20.763112,0.886605,1.000000
272,15,23.067561,20.428223,0.887022,1.000000
273,17,22.346700,19.789841,0.887436,1.000000
274,18,22.002905,19.485382,0.887847,1.000000
275,18,22.002905,19.485382,0.888255,1.000000
276,19,21.669527,19.190149,0.888660,1.000000
277,20,21.346102,18.903729,0.889062,1.000000
278,19,22.582369,20.009605,0.889461,1.000000
279,19,22.582369,20.009605,0.889857,1.000000
280,19,22.582369,20.009605,0.890250,1.000000
281,19,22.582369,20.009605,0.890641,1.000000
282,19,22.582369,20.009605,0.891029,1.000000
283,19,23.415008,20.827144,0.891414,1.000000
284,19,23.415008,20.827144,0.891796,1.000000
285,19,23.415008,20.827144,0.892176,1.000000
286,20,23.075660,20.525302,0.892553,1.000000
287,21,22.746007,20.232083,0.892927,1.000000
288,21,22.746007,20.232083,0.893299,1.000000
289,23,22.114174,19.670081,0.893668,1.000000
290,22,23.268384,20.762787,0.894035,1.000000
291,21,24.367607,21.822013,0.894399,1.000000
292,20,25.449404,22.804682,0.894761,1.000000
293,19,26.445933,23.748900,0.895120,1.000000
294,19,26.445933,23.748900,0.895476,1.000000
295,20,26.083660,23.423573,0.895831,1.000000
296,21,25.731178,23.107038,0.896183,1.000000
297,21,25.731178,23.107038,0.896532,1.000000
298,22,25.388096,22.798944,0.896879,1.000000
299,22,25.388096,22.798944,0.897224,1.000000
300,22,25.388096,22.798944,0.897567,1.000000
301,22,25.388096,22.798944,0.897907,1.000000
302,21,26.415244,23.806754,0.898245,1.000000
303,21,26.415244,23.806754,0.898581,1.000000
304,20,27.440423,24.783019,0.898915,1.000000
305,20,27.440423,24.783019,0.899246,1.000000
306,19,28.445224,25.727503,0.899575,1.000000
307,19,28.445224,25.727503,0.899903,1.000000
308,19,28.445224,25.727503,0.900228,1.000000
309,19,28.445224,25.727503,0.900550,1.000000
310,19,28.445224,25.727503,0.900871,1.000000
311,18,29.460208,26.619938,0.901190,1.000000
312,19,29.072574,26.269675,0.901507,1.000000
313,20,28.695008,25.928511,0.901821,1.000000
314,19,29.600999,26.727883,0.902134,1.000000
315,17,31.189879,28.128425,0.902445,1.000000
316,17,31.189879,28.128425,0.902753,1.000000
317,17,31.189879,28.128425,0.903060,1.000000
318,17,31.189879,28.128425,0.903365,1.000000
319,17,31.189879,28.128425,0.903668,1.000000
320,18,30.790009,27.767804,0.903969,1.000000
321,18,30.790009,27.767804,0.904268,1.000000
322,18,30.790009,27.767804,0.904565,1.000000
323,18,30.790009,27.767804,0.904861,1.000000
324,18,30.790009,27.767804,0.905155,1.000000
325,18,31.138308,28.109617,0.905446,1.000000
326,18,31.138308,28.109617,0.905736,1.000000
327,19,30.749079,27.758247,0.906025,1.000000
328,19,30.749079,27.758247,0.906311,1.000000
329,19,31.086763,28.113469,0.906596,1.000000
330,19,31.086763,28.113469,0.906879,1.000000
331,18,31.808537,28.820461,0.907160,1.000000
332,18,31.808537,28.820461,0.907440,1.000000
333,18,31.808537,28.820461,0.907718,1.000000
334,18,31.808537,28.820461,0.907994,1.000000
335,18,31.808537,28.820461,0.908269,1.000000
336,19,31.420628,28.468992,0.908542,1.000000
337,18,32.192430,29.240089,0.908813,1.000000
338,18,32.192430,29.240089,0.909083,1.000000
339,18,32.192430,29.240089,0.909351,1.000000
340,18,32.192430,29.240089,0.909618,1.000000
341,18,32.192430,29.240089,0.909883,1.000000
342,18,32.192430,29.240089,0.910146,1.000000
343,19,31.804570,28.887798,0.910408,1.000000
344,18,32.657176,29.733863,0.910669,1.000000
345,18,32.657176,29.733863,0.910928,1.000000
346,18,32.657176,29.733863,0.911185,1.000000
347,18,32.657176,29.733863,0.911441,1.000000
348,18,32.657176,29.733863,0.911696,1.000000
349,17,33.561320,30.618222,0.911949,1.000000
350,17,33.561320,30.618222,0.912200,1.000000
351,17,33.561320,30.618222,0.912450,1.000000
352,17,33.561320,30.618222,0.912699,1.000000
353,17,33.561320,30.618222,0.912946,1.000000
354,17,33.561320,30.618222,0.913192,1.000000
355,16,34.519924,31.563448,0.913437,1.000000
356,16,34.519924,31.563448,0.913680,1.000000
357,15,35.490244,32.457383,0.913922,1.000000
358,14,36.396126,33.329627,0.914162,1.000000
359,15,35.962839,32.932846,0.914401,1.000000
360,15,35.962839,32.932846,0.914639,1.000000
361,14,36.858035,33.808838,0.914876,1.000000
362,14,36.858035,33.808838,0.915111,1.000000
363,14,36.858035,33.808838,0.915345,1.000000
364,14,36.858035,33.808838,0.915577,1.000000
365,14,36.858035,33.808838,0.915808,1.000000
366,14,36.858035,33.808838,0.916038,1.000000
367,14,36.858035,33.808838,0.916267,1.000000
368,16,36.000871,33.022586,0.916495,1.000000
369,16,36.000871,33.022586,0.916721,1.000000
370,16,36.000871,33.022586,0.916946,1.000000
371,17,35.587068,32.643016,0.917170,1.000000
372,17,35.587068,32.643016,0.917393,1.000000
373,18,35.182670,32.272072,0.917614,1.000000
374,18,35.182670,32.272072,0.917834,1.000000
375,18,35.182670,32.272072,0.918054,1.000000
376,18,35.182670,32.272072,0.918272,1.000000
377,18,35.182670,32.272072,0.918488,1.000000
378,18,35.182670,32.272072,0.918704,1.000000
379,18,35.182670,32.272072,0.918918,1.000000
380,18,35.182670,32.272072,0.919132,1.000000
381,18,35.182670,32.272072,0.919344,1.000000
382,18,35.182670,32.272072,0.919555,1.000000
383,18,35.182670,32.272072,0.919765,1.000000
384,18,35.182670,32.272072,0.919974,1.000000
385,18,35.182670,32.272072,0.920182,1.000000
386,18,35.182670,32.272072,0.920389,1.000000
387,19,34.787359,31.909465,0.920595,1.000000
388,18,35.921375,33.029586,0.920799,1.000000
389,19,35.522249,32.662591,0.921003,1.000000
390,17,37.764155,34.831643,0.921205,1.000000
391,17,37.764155,34.831643,0.921407,1.000000
392,19,36.943195,34.074434,0.921607,1.000000
393,19,36.943195,34.074434,0.921807,1.000000
394,19,36.943195,34.074434,0.922005,1.000000
395,20,36.545957,33.708042,0.922203,1.000000
396,20,36.545957,33.708042,0.922399,1.000000
397,20,36.545957,33.708042,0.922595,1.000000
398,21,36.157170,33.349446,0.922789,1.000000
399,20,37.264552,34.446341,0.922983,1.000000
400,20,37.264552,34.446341,0.923175,1.000000
401,19,38.384277,35.541361,0.923367,1.000000
402,18,39.484912,36.500220,0.923557,1.000000
403,19,39.069281,36.116007,0.923747,1.000000
404,19,39.069281,36.116007,0.923936,1.000000
405,19,39.069281,36.116007,0.924124,1.000000
406,19,39.069281,36.116007,0.924311,1.000000
407,19,39.069281,36.116007,0.924497,1.000000
408,18,40.086214,37.116730,0.924682,1.000000
409,17,41.093447,38.053354,0.924866,1.000000
410,17,41.093447,38.053354,0.925049,1.000000
411,16,42.049417,38.954107,0.925231,1.000000
412,16,42.049417,38.954107,0.925413,1.000000
413,16,42.049417,38.954107,0.925593,1.000000
414,16,42.049417,38.954107,0.925773,1.000000
415,16,42.049417,38.954107,0.925952,1.000000
416,16,42.049417,38.954107,0.926130,1.000000
417,16,42.049417,38.954107,0.926307,1.000000
418,16,42.579909,39.502737,0.926483,1.000000
419,18,41.710931,38.696559,0.926659,1.000000
420,18,41.710931,38.696559,0.926834,1.000000
421,18,41.710931,38.696559,0.927007,1.000000
422,18,41.710931,38.696559,0.927180,1.000000
423,18,41.710931,38.696559,0.927352,1.000000
424,19,41.289609,38.305685,0.927524,1.000000
425,19,41.289609,38.305685,0.927694,1.000000
426,18,42.290222,39.284253,0.927864,1.000000
427,18,42.290222,39.284253,0.928033,1.000000
428,18,42.290222,39.284253,0.928201,1.000000
429,18,42.290222,39.284253,0.928368,1.000000
430,18,42.290222,39.284253,0.928535,1.000000
431,17,43.326395,40.252603,0.928701,1.000000
432,18,42.893131,39.850077,0.928866,1.000000
433,18,42.893131,39.850077,0.929030,1.000000
434,19,42.468446,39.455522,0.929194,1.000000
435,19,42.468446,39.455522,0.929357,1.000000
436,18,43.466770,40.378420,0.929519,1.000000
437,18,43.466770,40.378420,0.929680,1.000000
438,18,43.466770,40.378420,0.929840,1.000000
439,18,43.466770,40.378420,0.930000,1.000000
440,18,43.466770,40.378420,0.930159,1.000000
441,19,43.040625,39.982553,0.930318,1.000000
442,18,44.010382,40.799696,0.930475,1.000000
443,18,44.010382,40.799696,0.930632,1.000000
444,19,43.583097,40.403582,0.930788,1.000000
445,19,43.583097,40.403582,0.930944,1.000000
446,19,43.583097,40.403582,0.931099,1.000000
447,19,43.583097,40.403582,0.931253,1.000000
448,19,43.583097,40.403582,0.931406,1.000000
449,19,43.583097,40.403582,0.931559,1.000000
450,20,43.164029,40.015086,0.931711,1.000000
451,19,44.054568,40.818153,0.931863,1.000000
452,20,43.635001,40.429408,0.932013,1.000000
453,20,43.635001,40.429408,0.932164,1.000000
454,20,44.032585,40.854977,0.932313,1.000000
455,22,43.217166,40.098403,0.932462,1.000000
456,23,42.820679,39.730528,0.932610,1.000000
457,24,42.431400,39.369342,0.932757,1.000000
458,24,42.431400,39.369342,0.932904,1.000000
459,25,42.049135,39.014663,0.933050,1.000000
460,26,41.673696,38.666318,0.933196,1.000000
461,26,41.673696,38.666318,0.933341,1.000000
462,26,41.673696,38.666318,0.933485,1.000000
463,26,41.673696,38.666318,0.933629,1.000000
464,26,41.673696,38.666318,0.933772,1.000000
465,26,41.673696,38.666318,0.933914,1.000000
466,27,41.798353,38.817482,0.934056,1.000000
467,26,42.638963,39.640990,0.934197,1.000000
468,26,42.638963,39.640990,0.934338,1.000000
469,26,42.638963,39.640990,0.934478,1.000000
470,26,42.638963,39.640990,0.934617,1.000000
471,26,42.638963,39.640990,0.934756,1.000000
472,26,42.638963,39.640990,0.934894,1.000000
473,28,41.903809,38.957524,0.935032,1.000000
474,30,41.193575,38.297227,0.935169,1.000000
475,30,41.193575,38.297227,0.935305,1.000000
476,30,41.193575,38.297227,0.935441,1.000000
477,30,41.193575,38.297227,0.935577,1.000000
478,30,41.193575,38.297227,0.935711,1.000000
479,31,40.847410,37.975402,0.935846,1.000000
480,31,40.847410,37.975402,0.935979,1.000000
481,31,40.847410,37.975402,0.936112,1.000000
482,32,40.507015,37.658940,0.936245,1.000000
483,32,40.507015,37.658940,0.936377,1.000000
484,34,39.842966,37.041581,0.936508,1.000000
485,34,39.842966,37.041581,0.936639,1.000000
486,34,39.842966,37.041581,0.936770,1.000000
487,33,40.781214,37.868734,0.936900,1.000000
488,34,40.449659,37.560859,0.937029,1.000000
489,33,41.281549,38.372886,0.937158,1.000000
490,33,41.281549,38.372886,0.937286,1.000000
491,34,40.948634,38.063428,0.937414,1.000000
492,34,40.948634,38.063428,0.937541,1.000000
493,34,40.948634,38.063428,0.937668,1.000000
494,34,40.948634,38.063428,0.937794,1.000000
495,34,40.948634,38.063428,0.937919,1.000000
496,34,40.948634,38.063428,0.938045,1.000000
497,34,40.948634,38.063428,0.938169,1.000000
498,34,41.491065,38.607535,0.938293,1.000000
499,33,42.345837,39.462031,0.938417,1.000000
500,33,42.345837,39.462031,0.938540,1.000000
501,34,42.540291,39.674168,0.938663,1.000000
502,34,42.540291,39.674168,0.938785,1.000000
503,34,42.540291,39.674168,0.938907,1.000000
504,35,42.207945,39.364213,0.939028,1.000000
505,34,43.065272,40.201614,0.939149,1.000000
506,34,43.065272,40.201614,0.939269,1.000000
507,35,42.731433,39.889973,0.939389,1.000000
508,35,42.731433,39.889973,0.939508,1.000000
509,36,42.402729,39.583127,0.939627,1.000000
510,35,43.265533,40.409304,0.939745,1.000000
511,35,43.265533,40.409304,0.939863,1.000000
512,34,44.104204,41.125640,0.939981,1.000000
513,35,43.767531,40.811704,0.940098,1.000000
514,35,43.767531,40.811704,0.940214,1.000000
515,35,43.767531,40.811704,0.940330,1.000000
516,36,43.435958,40.502524,0.940446,1.000000
517,36,43.435958,40.502524,0.940561,1.000000
518,36,43.435958,40.502524,0.940676,1.000000
519,37,43.109372,40.197994,0.940790,1.000000
520,37,43.109372,40.197994,0.940904,1.000000
521,37,43.109372,40.197994,0.941017,1.000000
522,37,43.109372,40.197994,0.941130,1.000000
523,37,43.109372,40.197994,0.941243,1.000000
524,37,43.109372,40.197994,0.941355,1.000000
525,37,43.109372,40.197994,0.941467,1.000000
526,37,43.109372,40.197994,0.941578,1.000000
527,36,43.921924,41.008415,0.941689,1.000000
528,36,43.921924,41.008415,0.941799,1.000000
529,36,43.921924,41.008415,0.941909,1.000000
530,36,43.921924,41.008415,0.942019,1.000000
531,36,43.921924,41.008415,0.942128,1.000000
532,36,43.921924,41.008415,0.942237,1.000000
533,36,43.921924,41.008415,0.942345,1.000000
534,37,43.594149,40.702382,0.942453,1.000000
535,37,43.594149,40.702382,0.942561,1.000000
536,37,43.594149,40.702382,0.942668,1.000000
537,35,45.356887,42.428716,0.942775,1.000000
538,36,45.020910,42.114429,0.942881,1.000000
539,37,44.689874,41.804764,0.942987,1.000000
540,37,44.689874,41.804764,0.943093,1.000000
541,36,45.555146,42.605766,0.943198,1.000000
542,37,45.222627,42.294775,0.943303,1.000000
543,37,45.222627,42.294775,0.943407,1.000000
544,37,45.222627,42.294775,0.943511,1.000000
545,37,45.222627,42.294775,0.943615,1.000000
546,38,44.894926,41.988291,0.943718,1.000000
547,37,45.727506,42.806332,0.943821,1.000000
548,37,45.727506,42.806332,0.943924,1.000000
549,37,45.727506,42.806332,0.944026,1.000000
550,38,45.398532,42.498373,0.944127,1.000000
551,38,45.398532,42.498373,0.944229,1.000000
552,39,45.074256,42.194813,0.944330,1.000000
553,39,45.074256,42.194813,0.944431,1.000000
554,39,45.605648,42.701181,0.944531,1.000000
555,39,45.605648,42.701181,0.944631,1.000000
556,38,46.420139,43.494483,0.944730,1.000000
557,38,46.420139,43.494483,0.944830,1.000000
558,37,47.228207,44.256019,0.944928,1.000000
559,38,46.895614,43.944357,0.945027,1.000000
560,38,46.895614,43.944357,0.945125,1.000000
561,38,46.895614,43.944357,0.945223,1.000000
562,39,46.567672,43.637053,0.945320,1.000000
563,40,46.244286,43.334018,0.945418,1.000000
564,40,46.244286,43.334018,0.945514,1.000000
565,40,46.244286,43.334018,0.945611,1.000000
566,40,46.244286,43.334018,0.945707,1.000000
567,42,45.610802,42.740402,0.945803,1.000000
568,42,45.610802,42.740402,0.945898,1.000000
569,42,45.610802,42.740402,0.945993,1.000000
570,42,45.610802,42.740402,0.946088,1.000000
571,42,46.122169,43.256695,0.946182,1.000000
572,42,46.619229,43.759651,0.946276,1.000000
573,42,46.619229,43.759651,0.946370,1.000000
574,42,46.619229,43.759651,0.946464,1.000000
575,42,47.114535,44.270847,0.946557,1.000000
576,43,46.800438,43.975708,0.946649,1.000000
577,43,46.800438,43.975708,0.946742,1.000000
578,43,46.800438,43.975708,0.946834,1.000000
579,42,47.626517,44.799647,0.946926,1.000000
