,L,Mean n-L
10832,10832,95.91988996119281
10833,10833,95.91988153292313
10834,10834,95.91987948731042
10835,10835,95.91987744159326
10836,10836,95.91987539577163
10837,10837,95.91987973342185
10838,10838,95.9198840712936
10839,10839,95.91988840938689
10840,10840,95.91989274770174
10841,10841,95.91989708623815
10842,10842,95.91990142499617
10843,10843,95.91990576397579
10844,10844,95.91989733374196
10845,10845,95.9198889030775
10846,10846,95.91988047198242
10847,10847,95.91986565524992
10848,10848,95.91983806702085
10849,10849,95.91981047738244
10850,10850,95.91978288633462
10851,10851,95.91974252215893
10852,10852,95.91970215592112
10853,10853,95.91966178762102
10854,10854,95.91961503090992
10855,10855,95.91956827180994
10856,10856,95.91953428367054
10857,10857,95.91950029379454
10858,10858,95.9194663021818
10859,10859,95.91943230883217
10860,10860,95.91939831374553
10861,10861,95.91936431692174
10862,10862,95.91933031836068
10863,10863,95.9192963180622
10864,10864,95.91926870400654
10865,10865,95.91924108853966
10866,10866,95.91921985996831
10867,10867,95.91919863031201
10868,10868,95.91917739957069
10869,10869,95.91914977894764
10870,10870,95.91912215691285
10871,10871,95.91908814434306
10872,10872,95.91905413003475
10873,10873,95.91902011398778
10874,10874,95.91898609620202
10875,10875,95.91895207667731
10876,10876,95.91891805541356
10877,10877,95.9188840324106
10878,10878,95.91884361740198
10879,10879,95.91880959075688
10880,10880,95.91876917177915
10881,10881,95.91873514149135
10882,10882,95.91870110946367
10883,10883,95.91866707569599
10884,10884,95.91863943143471
10885,10885,95.91862456857983
10886,10886,95.91860970496498
10887,10887,95.91858844885333
10888,10888,95.91856079975454
10889,10889,95.9185331492419
10890,10890,95.9184863206341
10891,10891,95.91843948963154
10892,10892,95.91839265623402
10893,10893,95.91835221315877
10894,10894,95.91831816089602
10895,10895,95.9182841068917
10896,10896,95.91824365793781
10897,10897,95.91820320691507
10898,10898,95.91816275382334
10899,10899,95.91812229866244
10900,10900,95.91808823529412
10901,10901,95.91805417018338
10902,10902,95.91802649751905
10903,10903,95.91799242908662
10904,10904,95.91796475342746
10905,10905,95.91793707635247
10906,10906,95.91791579270476
10907,10907,95.91788811296139
10908,10908,95.9178604318019
10909,10909,95.9178263538922
10910,10910,95.91778587874137
10911,10911,95.91774540151961
10912,10912,95.91770492222678
10913,10913,95.9176644408627
10914,10914,95.91762395742721
10915,10915,95.91758347192017
10916,10916,95.91754298434142
10917,10917,95.91750249469078
10918,10918,95.91746839977483
10919,10919,95.91743430311405
10920,10920,95.91740020470829
10921,10921,95.91737250185521
10922,10922,95.91735119504581
10923,10923,95.9173298871459
10924,10924,95.91731497594431
10925,10925,95.91730646193218
10926,10926,95.91730434560066
10927,10927,95.9173022291608
10928,10928,95.91730011261261
10929,10929,95.91731079317141
10930,10930,95.91732787304838
10931,10931,95.91733855486447
10932,10932,95.9173492372274
10933,10933,95.9173599201372
10934,10934,95.91737700302053
10935,10935,95.91739408677844
10936,10936,95.91741117141102
10937,10937,95.91742825691831
10938,10938,95.91745814346423
10939,10939,95.91748803154042
10940,10940,95.91751792114695
10941,10941,95.91754781228398
10942,10942,95.91757130421425
10943,10943,95.91760119824872
10944,10944,95.91763109381401
10945,10945,95.91766099091025
10946,10946,95.91769088953757
10947,10947,95.91772078969605
10948,10948,95.91774428966507
10949,10949,95.91776779083763
10950,10950,95.91778489116517
10951,10951,95.91780839458117
10952,10952,95.91783189920098
10953,10953,95.91785540502471
10954,10954,95.91785970393894
10955,10955,95.91787040594185
10956,10956,95.9178747054605
10957,10957,95.9178790051994
10958,10958,95.91788970851903
10959,10959,95.91789400886248
10960,10960,95.91788550204917
10961,10961,95.91787059094752
10962,10962,95.91784927506532
10963,10963,95.91782795809104
10964,10964,95.91779383133517
10965,10965,95.91776610733957
10966,10966,95.9177319772506
10967,10967,95.91769784541286
10968,10968,95.91767011682722
10969,10969,95.91763598165561
10970,10970,95.91759543940559
10971,10971,95.91755489507801
10972,10972,95.91752075433023
10973,10973,95.91749942347606
10974,10974,95.91747168554298
10975,10975,95.91744394618834
10976,10976,95.91741620541205
10977,10977,95.917388463214
10978,10978,95.91736071959407
10979,10979,95.91733297455217
10980,10980,95.91731163505895
10981,10981,95.91729029447193
10982,10982,95.91726895279102
10983,10983,95.91724761001615
10984,10984,95.9172390814025
10985,10985,95.91722414455978
10986,10986,95.91721561490746
10987,10987,95.91721990105862
10988,10988,95.91721137086024
10989,10989,95.91720284022455
10990,10990,95.9171943091515
10991,10991,95.9171793688636
10992,10992,95.91716442780968
10993,10993,95.9171494859897
10994,10994,95.91714095267395
10995,10995,95.91713882835533
10996,10996,95.91713029432879
10997,10997,95.91711535010127
10998,10998,95.91709399517974
10999,10999,95.91707904925515
11000,11000,95.9170576923077
11001,11001,95.9170299238442
11002,11002,95.91699574337146
11003,11003,95.91695515039619
11004,11004,95.916914555339
11005,11005,95.91688678035645
11006,11006,95.91685900394933
11007,11007,95.91683122611751
11008,11008,95.9168162700041
11009,11009,95.91680131312354
11010,11010,95.91678635547576
11011,11011,95.91677139706071
11012,11012,95.91675643787832
11013,11013,95.91674147792854
11014,11014,95.9167265172113
11015,11015,95.91670514300372
11016,11016,95.91667735481224
11017,11017,95.91664956519509
11018,11018,95.91662818736853
11019,11019,95.91660680844514
11020,11020,95.91658542842484
11021,11021,95.91657046101747
11022,11022,95.91654907896762
11023,11023,95.91652128178157
11024,11024,95.91649348316913
11025,11025,95.91646568313021
11026,11026,95.9164378816647
11027,11027,95.91641007877249
11028,11028,95.9163758595915
11029,11029,95.91634163865439
11030,11030,95.91630100076982
11031,11031,95.91626036079961
11032,11032,95.91621330322316
11033,11033,95.91617265891652
11034,11034,95.91613201252373
11035,11035,95.91609136404466
11036,11036,95.91605712965814
11037,11037,95.91601647717064
11038,11038,95.9159629895796
11039,11039,95.91590949924283
11040,11040,95.91584958932238
11041,11041,95.9157896763264
11042,11042,95.91572334308742
11043,11043,95.91566342377493
11044,11044,95.91560350138617
11045,11045,95.91554999358235
11046,11046,95.91549648303126
11047,11047,95.91544296973275
11048,11048,95.91539587184226
11049,11049,95.91535518985391
11050,11050,95.9153080872914
11051,11051,95.91526740096023
11052,11052,95.91522029372497
11053,11053,95.91517318407065
11054,11054,95.91512607199712
11055,11055,95.91508537681345
11056,11056,95.91504467953985
11057,11057,95.91500398017615
11058,11058,95.91497611832982
11059,11059,95.91495467502119
11060,11060,95.9149332306112
11061,11061,95.91490536480136
11062,11062,95.91486465663363
11063,11063,95.91482394637491
11064,11064,95.91477681323197
11065,11065,95.9147232567099
11066,11066,95.91467611855961
11067,11067,95.91462897798783
11068,11068,95.91457541354156
11069,11069,95.91452826796126
11070,11070,95.9144746981762
11071,11071,95.91440828174369
11072,11072,95.91434186189889
11073,11073,95.91427543864155
11074,11074,95.91420901197144
11075,11075,95.91414258188824
11076,11076,95.91407614839174
11077,11077,95.91401613441924
11078,11078,95.91394969426031
11079,11079,95.91388967395494
11080,11080,95.91382965056526
11081,11081,95.91377604768878
11082,11082,95.91373528958323
11083,11083,95.91369452938305
11084,11084,95.91366019118101
11085,11085,95.91363227547218
11086,11086,95.91359150948244
11087,11087,95.9135443168093
11088,11088,95.91349069695724
11089,11089,95.91343707434916
11090,11090,95.91338344898483
11091,11091,95.91332982086406
11092,11092,95.91328261540043
11093,11093,95.91324183308916
11094,11094,95.91318819719324
11095,11095,95.91312813263077
11096,11096,95.9130744910549
11097,11097,95.91302727296096
11098,11098,95.91297362603466
11099,11099,95.91292640292023
11100,11100,95.91288560411311
11101,11101,95.91285123010874
11102,11102,95.91281042727132
11103,11103,95.9127760495668
11104,11104,95.91272238790621
11105,11105,95.9126687234863
11106,11106,95.91262148403352
11107,11107,95.91257424215155
11108,11108,95.91252699784017
11109,11109,95.91247332287676
11110,11110,95.91241321676523
11111,11111,95.91236596466867
11112,11112,95.91231871014195
11113,11113,95.91227145318487
11114,11114,95.91223062284627
11115,11115,95.91219621962196
11116,11116,95.91215538524843
11117,11117,95.91211454877453
11118,11118,95.91207371020009
11119,11119,95.91203286952496
11120,11120,95.91199202674898
11121,11121,95.91194475166543
11122,11122,95.91189747414991
11123,11123,95.91185019420223
11124,11124,95.9118029118222
11125,11125,95.91174919614149
11126,11126,95.91168904666358
11127,11127,95.91163532529005
11128,11128,95.91158803251697
11129,11129,95.91154073731059
11130,11130,95.91149987136609
11131,11131,95.91145900331884
11132,11132,95.91141170114233
11133,11133,95.91136439653177
11134,11134,95.91131708948696
11135,11135,95.91126978000771
11136,11136,95.91122246809387
11137,11137,95.9111751537452
11138,11138,95.91112140394216
11139,11139,95.91107408455778
11140,11140,95.91102676273803
11141,11141,95.91097943848271
11142,11142,95.91093854547326
11143,11143,95.910897650359
11144,11144,95.91084388511428
11145,11145,95.9107836829237
11146,11146,95.91072347763422
11147,11147,95.91066326924562
11148,11148,95.91059662308247
11149,11149,95.91052997348845
11150,11150,95.91046332046332
11151,11151,95.91039022883471
11152,11152,95.91031713344316
11153,11153,95.91025046979175
11154,11154,95.91018380270813
11155,11155,95.91011713219204
11156,11156,95.91005045824323
11157,11157,95.90998378086141
11158,11158,95.90991710004634
11159,11159,95.90985685229525
11160,11160,95.90979660144181
11161,11161,95.90974278431473
11162,11162,95.90969540141099
11163,11163,95.90964801606715
11164,11164,95.90960062828303
11165,11165,95.9095468005665
11166,11166,95.9094994077355
11167,11167,95.90945201246363
11168,11168,95.9094174907293
11169,11169,95.90939584352708
11170,11170,95.90937419520989
11171,11171,95.90933323031754
11172,11172,95.90929870196766
11173,11173,95.90926417183918
11174,11174,95.90922963993201
11175,11175,95.909201545396
11176,11176,95.90917344941273
11177,11177,95.90914535198208
11178,11178,95.90912369275154
11179,11179,95.90910203240514
11180,11180,95.90908037094282
11181,11181,95.90905870836446
11182,11182,95.9090434849812
11183,11183,95.90902826081356
11184,11184,95.9090130358615
11185,11185,95.90898492850702
11186,11186,95.90896326067913
11187,11187,95.90893515059388
11188,11188,95.90888771513964
11189,11189,95.90884027724098
11190,11190,95.90879927853646
11191,11191,95.90875183591434
11192,11192,95.90870439084725
11193,11193,95.90865050119824
11194,11194,95.90859660877184
11195,11195,95.9085491560366
11196,11196,95.90850170085558
11197,11197,95.90845424322862
11198,11198,95.90840678315551
11199,11199,95.90834643437024
11200,11200,95.90828608247422
11201,11201,95.9082257274672
11202,11202,95.90816536934894
11203,11203,95.90811789571359
11204,11204,95.90807041963089
11205,11205,95.90801649697126
11206,11206,95.90796257153168
11207,11207,95.90790219885031
11208,11208,95.90784826768406
11209,11209,95.90778788894332
11210,11210,95.9077339520495
11211,11211,95.90768001237464
11212,11212,95.90762606991854
11213,11213,95.90756567922242
11214,11214,95.90751817666168
11215,11215,95.90747067165141
11216,11216,95.90742316419141
11217,11217,95.90738210040482
11218,11218,95.90734103450055
11219,11219,95.90730641293416
11220,11220,95.90726534296029
11221,11221,95.90722427086826
11222,11222,95.9071831966579
11223,11223,95.90714212032906
11224,11224,95.90710104188157
11225,11225,95.90705996131528
11226,11226,95.90702532624955
11227,11227,95.9069777938256
11228,11228,95.90693025894976
11229,11229,95.90688272162183
11230,11230,95.90683518184163
11231,11231,95.90679408806005
11232,11232,95.90675299215849
11233,11233,95.90670544535301
11234,11234,95.90666434504463
11235,11235,95.90662969173223
11236,11236,95.90659503663193
11237,11237,95.90655393029435
11238,11238,95.90651282183582
11239,11239,95.90647171125616
11240,11240,95.90643059855522
11241,11241,95.90639593384762
11242,11242,95.90636771763249
11243,11243,95.90634595040896
11244,11244,95.90631773144803
11245,11245,95.9062701586892
11246,11246,95.90622258347526
11247,11247,95.906175005806
11248,11248,95.90612742568125
11249,11249,95.90607984310083
11250,11250,95.90603870967742
11251,11251,95.90599112235155
11252,11252,95.90593708062352
11253,11253,95.9058765839936
11254,11254,95.90581608424095
11255,11255,95.90574912891987
11256,11256,95.9056886227545
11257,11257,95.90562811346565
11258,11258,95.90556114810799
11259,11259,95.90548772618156
11260,11260,95.90540139390811
11261,11261,95.90532151062237
11262,11262,95.90523516960091
11263,11263,95.90514882412164
11264,11264,95.90506892812887
11265,11265,95.90498902801085
11266,11266,95.90490912376724
11267,11267,95.90482921539773
11268,11268,95.90474930290199
11269,11269,95.90468229583537
11270,11270,95.90461528530855
11271,11271,95.90454827132123
11272,11272,95.90448125387317
11273,11273,95.9044206884086
11274,11274,95.90436011981615
11275,11275,95.90428663653971
11276,11276,95.90421314946803
11277,11277,95.90413965860083
11278,11278,95.90405970765973
11279,11279,95.90397975258904
11280,11280,95.90389979338843
11281,11281,95.9038198300576
11282,11282,95.90373986259621
11283,11283,95.90365989100395
11284,11284,95.9035799152805
11285,11285,95.90349993542554
11286,11286,95.90341995143875
11287,11287,95.90333350554077
11288,11288,95.90324705517669
11289,11289,95.90316060034615
11290,11290,95.90307414104882
11291,11291,95.902981218838
11292,11292,95.90288829182597
11293,11293,95.90280181879247
11294,11294,95.90271534129076
11295,11295,95.9026288593205
11296,11296,95.90254237288136
11297,11297,95.90244942252538
11298,11298,95.90236292698052
11299,11299,95.90227642696571
11300,11300,95.9021834625323
11301,11301,95.9020904932944
11302,11302,95.90199751925164
11303,11303,95.90189161950539
11304,11304,95.90178571428571
11305,11305,95.90168626437524
11306,11306,95.90158680932444
11307,11307,95.90148734913292
11308,11308,95.90138788380027
11309,11309,95.9012884133261
11310,11310,95.90118893771
11311,11311,95.90108299516659
11312,11312,95.9009770471464
11313,11313,95.90087755576809
11314,11314,95.90077805924624
11315,11315,95.90067855758046
11316,11316,95.90058551339055
11317,11317,95.90048600160277
11318,11318,95.90038648466987
11319,11319,95.90028696259145
11320,11320,95.90018743536712
11321,11321,95.90008790299646
11322,11322,95.89999482910181
11323,11323,95.89989528660445
11324,11324,95.89979573895957
11325,11325,95.89969618616678
11326,11326,95.89959662822568
11327,11327,95.89950352959428
11328,11328,95.8994168907737
11329,11329,95.89933024747226
11330,11330,95.89924359968968
11331,11331,95.8991634125527
11332,11332,95.89908968656253
11333,11333,95.89901595675899
11334,11334,95.89894222314177
11335,11335,95.8988684857106
11336,11336,95.89879474446514
11337,11337,95.89872746553553
11338,11338,95.8986537168279
11339,11339,95.8985734978402
11340,11340,95.89850620796689
11341,11341,95.89843244781292
11342,11342,95.89835868384293
11343,11343,95.89829785032465
11344,11344,95.89823701365894
11345,11345,95.89817617384556
11346,11346,95.89811533088425
11347,11347,95.89805448477479
11348,11348,95.89799363551693
11349,11349,95.89793278311039
11350,11350,95.89786545924967
11351,11351,95.89779813190509
11352,11352,95.89773080107638
11353,11353,95.89766346676326
11354,11354,95.89760259794028
11355,11355,95.89754172596713
11356,11356,95.89748732015319
11357,11357,95.89743938100044
11358,11358,95.89739143936649
11359,11359,95.89734349525116
11360,11360,95.89730201863354
11361,11361,95.89725406972231
11362,11362,95.89720611832911
11363,11363,95.89715816445376
11364,11364,95.89710373744694
11365,11365,95.89704930762262
11366,11366,95.89699487498059
11367,11367,95.89694043952062
11368,11368,95.8968924725616
11369,11369,95.89684450311925
11370,11370,95.89680300284753
11371,11371,95.89676150042715
11372,11372,95.89671999585792
11373,11373,95.8966849612965
11374,11374,95.89665639724538
11375,11375,95.89663430420713
11376,11376,95.89661868268435
11377,11377,95.89660306035265
11378,11378,95.89658743721195
11379,11379,95.89657181326221
11380,11380,95.89654971517349
11381,11381,95.89654056293534
11382,11382,95.89654435755347
11383,11383,95.89654167853536
11384,11384,95.89653899937849
11385,11385,95.89653632008287
11386,11386,95.8965401149842
11387,11387,95.8965374355787
11388,11388,95.8965347560344
11389,11389,95.89653207635129
11390,11390,95.8965293965294
11391,11391,95.8965202413945
11392,11392,95.89651108578533
11393,11393,95.89649545419225
11394,11394,95.89648629746671
11395,11395,95.89647714026681
11396,11396,95.89646150657963
11397,11397,95.89643939590188
11398,11398,95.89641728407855
11399,11399,95.89639517110956
11400,11400,95.89637305699482
11401,11401,95.89635741858598
11402,11402,95.89634825638635
11403,11403,95.8963326165246
11404,11404,95.89631697585241
11405,11405,95.89630781189273
11406,11406,95.89629216976732
11407,11407,95.89627652683129
11408,11408,95.89626088308458
11409,11409,95.89624523852711
11410,11410,95.89623607152112
11411,11411,95.89622690404
11412,11412,95.89621773608376
11413,11413,95.89620208878638
11414,11414,95.89618644067797
11415,11415,95.89617079175845
11416,11416,95.89614866265809
11417,11417,95.89612653241065
11418,11418,95.89609792131046
11419,11419,95.89606282885359
11420,11420,95.89603421461898
11421,11421,95.89601207911039
11422,11422,95.89598994245425
11423,11423,95.89596780465044
11424,11424,95.89594566569887
11425,11425,95.89591704471808
11426,11426,95.89588842225334
11427,11427,95.89585979830451
11428,11428,95.89583117287151
11429,11429,95.89580902750771
11430,11430,95.89578688099559
11431,11431,95.89576473333506
11432,11432,95.89574906658369
11433,11433,95.89573988124562
11434,11434,95.89573069543121
11435,11435,95.89572150914042
11436,11436,95.89569935691318
11437,11437,95.89567720353708
11438,11438,95.89565504901198
11439,11439,95.89562641010347
11440,11440,95.89559776970954
11441,11441,95.89556912783007
11442,11442,95.89554048446496
11443,11443,95.89550535570713
11444,11444,95.89547022512708
11445,11445,95.89544157696797
11446,11446,95.89541292732271
11447,11447,95.89538427619122
11448,11448,95.89536859306911
11449,11449,95.89535290913335
11450,11450,95.89533722438392
11451,11451,95.89531505356818
11452,11452,95.89528639618139
11453,11453,95.8952577373077
11454,11454,95.89522907694702
11455,11455,95.89520690102478
11456,11456,95.89519121004567
11457,11457,95.89517551825234
11458,11458,95.89515333921436
11459,11459,95.89512467242676
11460,11460,95.89510249091853
11461,11461,95.89508030825917
11462,11462,95.89506461155223
11463,11463,95.89504242675869
11464,11464,95.89502024081378
11465,11465,95.89499156610873
11466,11466,95.89495640213838
11467,11467,95.89492123634288
11468,11468,95.89487958060833
11469,11469,95.89483792271159
11470,11470,95.89479626265248
11471,11471,95.89475460043084
11472,11472,95.89471293604652
11473,11473,95.89467126949931
11474,11474,95.89462960078907
11475,11475,95.8945944192083
11476,11476,95.89455923580105
11477,11477,95.89451756093762
11478,11478,95.89446939411245
11479,11479,95.89442122478648
11480,11480,95.89437305295951
11481,11481,95.89432487863132
11482,11482,95.89427670180176
11483,11483,95.8942350131111
11484,11484,95.89419332225569
11485,11485,95.89415162923537
11486,11486,95.89410993404995
11487,11487,95.8940682366993
11488,11488,95.89402653718322
11489,11489,95.89397834384981
11490,11490,95.89393014801351
11491,11491,95.893888441663
11492,11492,95.89385322530383
11493,11493,95.89381800711558
11494,11494,95.89378278709812
11495,11495,95.89374756525126
11496,11496,95.8937123415749
11497,11497,95.89367711606887
11498,11498,95.89364188873306
11499,11499,95.89361315290512
11500,11500,95.89358441558441
11501,11501,95.89356217044599
11502,11502,95.89353992415191
11503,11503,95.89351118268956
11504,11504,95.893482439734
11505,11505,95.89346018963502
11506,11506,95.89343793838
11507,11507,95.89341568596888
11508,11508,95.89339343240154
11509,11509,95.89337117767789
11510,11510,95.8933424266043
11511,11511,95.89331367403673
11512,11512,95.89327842444398
11513,11513,95.89324317301946
11514,11514,95.89320791976303
11515,11515,95.89316616863714
11516,11516,95.89312441534145
11517,11517,95.89308265987579
11518,11518,95.89304090224
11519,11519,95.89299914243392
11520,11520,95.89296387733887
11521,11521,95.89292211336054
11522,11522,95.89288684443058
11523,11523,95.89284507627933
11524,11524,95.89280330595696
11525,11525,95.8927550357375
11526,11526,95.89270676300879
11527,11527,95.89266498583422
11528,11528,95.89262320648784
11529,11529,95.89258142496946
11530,11530,95.8925331427086
11531,11531,95.89248485793756
11532,11532,95.89243007174795
11533,11533,95.89237528270985
11534,11534,95.89232049082307
11535,11535,95.89227869491745
11536,11536,95.8922368968386
11537,11537,95.89219509658633
11538,11538,95.89215329416047
11539,11539,95.89211798965185
11540,11540,95.89208268330734
11541,11541,95.89204737512677
11542,11542,95.89201856570804
11543,11543,95.89200275632524
11544,11544,95.89199344705638
11545,11545,95.89197763619815
11546,11546,95.89196182451761
11547,11547,95.89193300912802
11548,11548,95.89190419223968
11549,11549,95.89187537385243
11550,11550,95.89184655396619
11551,11551,95.89182423470051
11552,11552,95.89181491885144
11553,11553,95.89181210497568
11554,11554,95.89180929095355
11555,11555,95.89180647678502
11556,11556,95.89179715950473
11557,11557,95.89178784173971
11558,11558,95.89178502679361
11559,11559,95.89178221170104
11560,11560,95.89177939646201
11561,11561,95.89177658107651
11562,11562,95.89177376554451
11563,11563,95.89177745401567
11564,11564,95.89178114267874
11565,11565,95.89178483153376
11566,11566,95.89178852058073
11567,11567,95.89179220981968
11568,11568,95.8918089092423
11569,11569,95.89182560953397
11570,11570,95.89184231069477
11571,11571,95.89185901272477
11572,11572,95.89187571562402
11573,11573,95.89188591355037
11574,11574,95.8918961120075
11575,11575,95.89190631099545
11576,11576,95.89191651051426
11577,11577,95.89192020404445
11578,11578,95.89193040445578
11579,11579,95.89194060539809
11580,11580,95.89195080687142
11581,11581,95.89196100887581
11582,11582,95.89196470404498
11583,11583,95.89196189187079
11584,11584,95.89195907955019
11585,11585,95.89196928283222
11586,11586,95.89198599468943
11587,11587,95.89200921563013
11588,11588,95.89204545454545
11589,11589,95.89206216969097
11590,11590,95.89208539442853
11591,11591,95.89211512926657
11592,11592,95.8921513747136
11593,11593,95.8921680943578
11594,11594,95.89218481487268
11595,11595,95.8922015362583
11596,11596,95.89221825851473
11597,11597,95.89224149155014
11598,11598,95.89226472579553
11599,11599,95.89228796125101
11600,11600,95.89231119791667
11601,11601,95.89234094637881
11602,11602,95.89237069639044
11603,11603,95.89240695887699
11604,11604,95.89244322325243
11605,11605,95.89246646698788
11606,11606,95.89248320050008
11607,11607,95.89249993488396
11608,11608,95.89251667013961
11609,11609,95.89253340626709
11610,11610,95.89254363115394
11611,11611,95.89254734429133
11612,11612,95.89254454517037
11613,11613,95.8925352332821
11614,11614,95.89252592090867
11615,11615,95.89251660805002
11616,11616,95.89250078157566
11617,11617,95.89248495427664
11618,11618,95.89246912615289
11619,11619,95.89245329720434
11620,11620,95.89244398124023
11621,11621,95.89242815081164
11622,11622,95.89241231955808
11623,11623,95.89240300179796
11624,11624,95.89239368355221
11625,11625,95.89238436482084
11626,11626,95.89238156043155
11627,11627,95.89239178589112
11628,11628,95.89240201188366
11629,11629,95.89241875374631
11630,11630,95.89244201198854
11631,11631,95.89246527144309
11632,11632,95.8924885321101
11633,11633,95.892518310006
11634,11634,95.89254157326799
11635,11635,95.89256483774274
11636,11636,95.89260765300803
11637,11637,95.89265047050543
11638,11638,95.89268677336948
11639,11639,95.89272307812622
11640,11640,95.89275938477581
11641,11641,95.89279569331839
11642,11642,95.89282548620888
11643,11643,95.89286179836796
11644,11644,95.89289811242048
11645,11645,95.89292791031156
11646,11646,95.89295770975647
11647,11647,95.89298751075535
11648,11648,95.89301079474343
11649,11649,95.89302756121091
11650,11650,95.8930443285528
11651,11651,95.89306109676915
11652,11652,95.89308438510483
11653,11653,95.89311419406994
11654,11654,95.89313748500496
11655,11655,95.89316077715478
11656,11656,95.8931905904444
11657,11657,95.8932204052891
11658,11658,95.89325022168902
11659,11659,95.89328003964424
11660,11660,95.89331637976004
11661,11661,95.89335272177156
11662,11662,95.89338254473368
11663,11663,95.89341236925164
11664,11664,95.89342915275459
11665,11665,95.89345898004434
11666,11666,95.89349533051599
11667,11667,95.89354472647588
11668,11668,95.89359412501304
11669,11669,95.89364352612768
11670,11670,95.8936864075137
11671,11671,95.89372929113726
11672,11672,95.89376565435191
11673,11673,95.8938085422809
11674,11674,95.89385143244795
11675,11675,95.89390084801043
11676,11676,95.89394374282433
11677,11677,95.89398663987684
11678,11678,95.89403606283597
11679,11679,95.89408548837451
11680,11680,95.89413491649269
11681,11681,95.89417782301209
11682,11682,95.89422073177097
11683,11683,95.89425711825038
11684,11684,95.89429350662908
11685,11685,95.8943233720475
11686,11686,95.89434671399488
11687,11687,95.89437005716076
11688,11688,95.89439992691585
11689,11689,95.89442979823028
11690,11690,95.89445967110414
11691,11691,95.8944895455376
11692,11692,95.89451942153075
11693,11693,95.89454929908372
11694,11694,95.89458570458936
11695,11695,95.89462211199583
11696,11696,95.89465199456976
11697,11697,95.89468187870402
11698,11698,95.89471176439872
11699,11699,95.89472859716456
11700,11700,95.89473890339426
11701,11701,95.89474921016215
11702,11702,95.89475951746827
11703,11703,95.89477635323915
11704,11704,95.89479318988928
11705,11705,95.89481655568612
11706,11706,95.89482686582754
11707,11707,95.8948306478991
11708,11708,95.89483443016817
11709,11709,95.89483821263482
11710,11710,95.89483546617916
11711,11711,95.89483271958004
11712,11712,95.89483650229838
11713,11713,95.89483375558284
11714,11714,95.89483100872381
11715,11715,95.8948282617213
11716,11716,95.89483204471843
11717,11717,95.89482929759946
11718,11718,95.89482655033697
11719,11719,95.89481727227606
11720,11720,95.89479493207942
11721,11721,95.89475952872333
11722,11722,95.89473065468415
11723,11723,95.8947017791363
11724,11724,95.89467290207963
11725,11725,95.89464402351405
11726,11726,95.89461514343941
11727,11727,95.89459279387557
11728,11728,95.8945704431438
11729,11729,95.89455462360534
11730,11730,95.89454533577215
11731,11731,95.89453604745356
11732,11732,95.89451369290269
11733,11733,95.89449133718347
11734,11734,95.89446898029583
11735,11735,95.89444662223964
11736,11736,95.8944177294585
11737,11737,95.89436923398584
11738,11738,95.89430766818253
11739,11739,95.89424609916102
11740,11740,95.89418452692107
11741,11741,95.8941164170522
11742,11742,95.89404176904176
11743,11743,95.89396058237708
11744,11744,95.893879391468
11745,11745,95.89380473140766
11746,11746,95.89373660270822
11747,11747,95.89366847044677
11748,11748,95.89361340583498
11749,11749,95.89355180256726
11750,11750,95.89349673202615
11751,11751,95.89343512248686
11752,11752,95.893373509726
11753,11753,95.8933118937433
11754,11754,95.89324373790723
11755,11755,95.893175578507
11756,11756,95.8931074155423
11757,11757,95.89303924901289
11758,11758,95.89297107891846
11759,11759,95.8929094427447
11760,11760,95.89286087866108
11761,11761,95.89281231203745
11762,11762,95.89275720487473
11763,11763,95.89270209482962
11764,11764,95.89264698190188
11765,11765,95.8925984046031
11766,11766,95.89255636344615
11767,11767,95.8925273977977
11768,11768,95.89249843063402
11769,11769,95.89246946195496
11770,11770,95.8924404917604
11771,11771,95.89241805958827
11772,11772,95.89239562624255
11773,11773,95.89237319172312
11774,11774,95.89235075602993
11775,11775,95.89234139960759
11776,11776,95.89233204269568
11777,11777,95.89232268529419
11778,11778,95.89231986813877
11779,11779,95.89231705083593
11780,11780,95.8923076923077
11781,11781,95.89229833328973
11782,11782,95.89229551520226
11783,11783,95.89229923855876
11784,11784,95.89230950387272
11785,11785,95.89231976972393
11786,11786,95.89232349400743
11787,11787,95.89233376076204
11788,11788,95.89234402805401
11789,11789,95.89235429588338
11790,11790,95.8923645642502
11791,11791,95.89236174723233
11792,11792,95.892358930067
11793,11793,95.89235611275421
11794,11794,95.89235329529393
11795,11795,95.89235047768616
11796,11796,95.89234765993089
11797,11797,95.8923513860168
11798,11798,95.89235511229778
11799,11799,95.89235883877386
11800,11800,95.89236256544503
11801,11801,95.89237283698526
11802,11802,95.89238965390858
11803,11803,95.89240647171243
11804,11804,95.8924232903969
11805,11805,95.89244010996204
11806,11806,95.89246347593863
11807,11807,95.89247375173461
11808,11808,95.89248402806871
11809,11809,95.89249430494095
11810,11810,95.89249148991883
11811,11811,95.89249522113698
11812,11812,95.89250549910967
11813,11813,95.8925092308901
11814,11814,95.89251296286598
11815,11815,95.89251669503732
11816,11816,95.89252042740415
11817,11817,95.8925110651337
11818,11818,95.89250170237284
11819,11819,95.89249888688092
11820,11820,95.89249607124148
11821,11821,95.89250635165929
11822,11822,95.89251663261564
11823,11823,95.89252691411059
11824,11824,95.89253719614418
11825,11825,95.89254747871644
11826,11826,95.89254466390737
11827,11827,95.89254184895083
11828,11828,95.8925390338468
11829,11829,95.89254276807
11830,11830,95.89254650248887
11831,11831,95.8925436872855
